Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude,US Zip
Transaction_date # 861,Product # 861,Price # 861,Visa,Name # 861,Maple Ridge District Municipality,British Columbia,Canada,Account_Created # 861,Last_Login # 861,Latitude # 861,-122.5,
Transaction_date # 862,Product # 862,Price # 862,Diners,Name # 862,Prince Albert,Saskatchewan,Canada,Account_Created # 862,Last_Login # 862,Latitude # 862,-105.75,
Transaction_date # 863,Product # 863,Price # 863,Visa,Name # 863,Red Deer,Alberta,Canada,Account_Created # 863,Last_Login # 863,Latitude # 863,-113.8,
Transaction_date # 864,Product # 864,Price # 864,Visa,Name # 864,Calgary,Alberta,Canada,Account_Created # 864,Last_Login # 864,Latitude # 864,-114.0833333,
Transaction_date # 865,Product # 865,Price # 865,Visa,Name # 865,Belleville,Ontario,Canada,Account_Created # 865,Last_Login # 865,Latitude # 865,-77.3833333,
Transaction_date # 866,Product # 866,Price # 866,Visa,Name # 866,Comox,British Columbia,Canada,Account_Created # 866,Last_Login # 866,Latitude # 866,-124.9333333,
Transaction_date # 867,Product # 867,Price # 867,Visa,Name # 867,Calgary,Alberta,Canada,Account_Created # 867,Last_Login # 867,Latitude # 867,-114.0833333,
Transaction_date # 868,Product # 868,Price # 868,Mastercard,Name # 868,Vancouver,British Columbia,Canada,Account_Created # 868,Last_Login # 868,Latitude # 868,-123.1333333,
Transaction_date # 869,Product # 869,Price # 869,Visa,Name # 869,Alliston,Ontario,Canada,Account_Created # 869,Last_Login # 869,Latitude # 869,-79.8666667,
Transaction_date # 870,Product # 870,Price # 870,Visa,Name # 870,Vancouver,British Columbia,Canada,Account_Created # 870,Last_Login # 870,Latitude # 870,-123.1333333,
Transaction_date # 871,Product # 871,Price # 871,Visa,Name # 871,Tsawwassen,British Columbia,Canada,Account_Created # 871,Last_Login # 871,Latitude # 871,-123.0833333,
Transaction_date # 872,Product # 872,Price # 872,Visa,Name # 872,Okotoks,Alberta,Canada,Account_Created # 872,Last_Login # 872,Latitude # 872,-113.9666667,
Transaction_date # 873,Product # 873,Price # 873,Visa,Name # 873,Calgary,Alberta,Canada,Account_Created # 873,Last_Login # 873,Latitude # 873,-114.0833333,
Transaction_date # 874,Product # 874,Price # 874,Visa,Name # 874,Kanata,Ontario,Canada,Account_Created # 874,Last_Login # 874,Latitude # 874,-75.9,
Transaction_date # 875,Product # 875,Price # 875,Mastercard,Name # 875,Ile-Perrot,Quebec,Canada,Account_Created # 875,Last_Login # 875,Latitude # 875,-73.9333333,
Transaction_date # 876,Product # 876,Price # 876,Diners,Name # 876,Yellowknife,Northwest Territories,Canada,Account_Created # 876,Last_Login # 876,Latitude # 876,-114.35,
Transaction_date # 877,Product # 877,Price # 877,Mastercard,Name # 877,Winnipeg,Manitoba,Canada,Account_Created # 877,Last_Login # 877,Latitude # 877,-97.1666667,
Transaction_date # 878,Product # 878,Price # 878,Diners,Name # 878,Montreal,Quebec,Canada,Account_Created # 878,Last_Login # 878,Latitude # 878,-73.5833333,
Transaction_date # 879,Product # 879,Price # 879,Visa,Name # 879,Montreal-Nord,Quebec,Canada,Account_Created # 879,Last_Login # 879,Latitude # 879,-73.6166667,
Transaction_date # 880,Product # 880,Price # 880,Visa,Name # 880,Calgary,Alberta,Canada,Account_Created # 880,Last_Login # 880,Latitude # 880,-114.0833333,
Transaction_date # 881,Product # 881,Price # 881,Visa,Name # 881,Kelowna,British Columbia,Canada,Account_Created # 881,Last_Login # 881,Latitude # 881,-119.4833333,
Transaction_date # 882,Product # 882,Price # 882,Mastercard,Name # 882,Three Hills,Alberta,Canada,Account_Created # 882,Last_Login # 882,Latitude # 882,-113.2666667,
Transaction_date # 883,Product # 883,Price # 883,Visa,Name # 883,Vancouver,British Columbia,Canada,Account_Created # 883,Last_Login # 883,Latitude # 883,-123.1333333,
Transaction_date # 884,Product # 884,Price # 884,Mastercard,Name # 884,Calgary,Alberta,Canada,Account_Created # 884,Last_Login # 884,Latitude # 884,-114.0833333,
Transaction_date # 885,Product # 885,Price # 885,Mastercard,Name # 885,Calgary,Alberta,Canada,Account_Created # 885,Last_Login # 885,Latitude # 885,-114.0833333,
Transaction_date # 886,Product # 886,Price # 886,Diners,Name # 886,Toronto,Ontario,Canada,Account_Created # 886,Last_Login # 886,Latitude # 886,-79.4166667,
Transaction_date # 887,Product # 887,Price # 887,Visa,Name # 887,Alcona,Ontario,Canada,Account_Created # 887,Last_Login # 887,Latitude # 887,-91.75,
Transaction_date # 888,Product # 888,Price # 888,Visa,Name # 888,Anse Comeau,Quebec,Canada,Account_Created # 888,Last_Login # 888,Latitude # 888,-68.15,
Transaction_date # 889,Product # 889,Price # 889,Visa,Name # 889,King City,Ontario,Canada,Account_Created # 889,Last_Login # 889,Latitude # 889,-79.5333333,
Transaction_date # 890,Product # 890,Price # 890,Mastercard,Name # 890,Vancouver,British Columbia,Canada,Account_Created # 890,Last_Login # 890,Latitude # 890,-123.1333333,
Transaction_date # 891,Product # 891,Price # 891,Visa,Name # 891,Saint Catharines,Ontario,Canada,Account_Created # 891,Last_Login # 891,Latitude # 891,-79.2333333,
Transaction_date # 892,Product # 892,Price # 892,Amex,Name # 892,Ottawa,Ontario,Canada,Account_Created # 892,Last_Login # 892,Latitude # 892,-75.7,
Transaction_date # 893,Product # 893,Price # 893,Mastercard,Name # 893,Calgary,Alberta,Canada,Account_Created # 893,Last_Login # 893,Latitude # 893,-114.0833333,
Transaction_date # 894,Product # 894,Price # 894,Mastercard,Name # 894,Ajax,Ontario,Canada,Account_Created # 894,Last_Login # 894,Latitude # 894,-79.0166667,
Transaction_date # 895,Product # 895,Price # 895,Visa,Name # 895,North Bay,Ontario,Canada,Account_Created # 895,Last_Login # 895,Latitude # 895,-79.45,
Transaction_date # 896,Product # 896,Price # 896,Amex,Name # 896,Okotoks,Alberta,Canada,Account_Created # 896,Last_Login # 896,Latitude # 896,-113.9666667,
Transaction_date # 897,Product # 897,Price # 897,Amex,Name # 897,Vancouver,British Columbia,Canada,Account_Created # 897,Last_Login # 897,Latitude # 897,-123.1333333,
Transaction_date # 898,Product # 898,Price # 898,Visa,Name # 898,Toronto,Ontario,Canada,Account_Created # 898,Last_Login # 898,Latitude # 898,-79.4166667,
Transaction_date # 899,Product # 899,Price # 899,Amex,Name # 899,Saskatoon,Saskatchewan,Canada,Account_Created # 899,Last_Login # 899,Latitude # 899,-106.6666667,
Transaction_date # 900,Product # 900,Price # 900,Diners,Name # 900,Fort Saint James,British Columbia,Canada,Account_Created # 900,Last_Login # 900,Latitude # 900,-124.25,
Transaction_date # 901,Product # 901,Price # 901,Visa,Name # 901,Hamilton,Ontario,Canada,Account_Created # 901,Last_Login # 901,Latitude # 901,-79.8333333,
Transaction_date # 902,Product # 902,Price # 902,Visa,Name # 902,Toronto,Ontario,Canada,Account_Created # 902,Last_Login # 902,Latitude # 902,-79.4166667,
Transaction_date # 903,Product # 903,Price # 903,Visa,Name # 903,North Bay,Ontario,Canada,Account_Created # 903,Last_Login # 903,Latitude # 903,-79.45,
Transaction_date # 904,Product # 904,Price # 904,Visa,Name # 904,Calgary,Alberta,Canada,Account_Created # 904,Last_Login # 904,Latitude # 904,-114.0833333,
Transaction_date # 905,Product # 905,Price # 905,Mastercard,Name # 905,Vancouver,British Columbia,Canada,Account_Created # 905,Last_Login # 905,Latitude # 905,-123.1333333,
Transaction_date # 906,Product # 906,Price # 906,Mastercard,Name # 906,Orillia,Ontario,Canada,Account_Created # 906,Last_Login # 906,Latitude # 906,-79.4166667,
Transaction_date # 907,Product # 907,Price # 907,Visa,Name # 907,Creemore,Ontario,Canada,Account_Created # 907,Last_Login # 907,Latitude # 907,-80.1,
Transaction_date # 908,Product # 908,Price # 908,Amex,Name # 908,Edmonton,Alberta,Canada,Account_Created # 908,Last_Login # 908,Latitude # 908,-113.5,
Transaction_date # 909,Product # 909,Price # 909,Diners,Name # 909,Kelowna,British Columbia,Canada,Account_Created # 909,Last_Login # 909,Latitude # 909,-119.4833333,
Transaction_date # 910,Product # 910,Price # 910,Visa,Name # 910,Toronto,Ontario,Canada,Account_Created # 910,Last_Login # 910,Latitude # 910,-79.4166667,
Transaction_date # 911,Product # 911,Price # 911,Diners,Name # 911,Montreal,Quebec,Canada,Account_Created # 911,Last_Login # 911,Latitude # 911,-73.5833333,
Transaction_date # 912,Product # 912,Price # 912,Visa,Name # 912,North Vancouver,British Columbia,Canada,Account_Created # 912,Last_Login # 912,Latitude # 912,-123.0666667,
Transaction_date # 913,Product # 913,Price # 913,Diners,Name # 913,Burnaby,British Columbia,Canada,Account_Created # 913,Last_Login # 913,Latitude # 913,-122.95,
Transaction_date # 914,Product # 914,Price # 914,Visa,Name # 914,Cornwall,Ontario,Canada,Account_Created # 914,Last_Login # 914,Latitude # 914,-74.7333333,
Transaction_date # 915,Product # 915,Price # 915,Visa,Name # 915,Mount Forest,Ontario,Canada,Account_Created # 915,Last_Login # 915,Latitude # 915,-80.7333333,
Transaction_date # 916,Product # 916,Price # 916,Visa,Name # 916,Cartierville,Quebec,Canada,Account_Created # 916,Last_Login # 916,Latitude # 916,-73.7166667,
Transaction_date # 917,Product # 917,Price # 917,Visa,Name # 917,Sainte-Therese-de-Blainville,Quebec,Canada,Account_Created # 917,Last_Login # 917,Latitude # 917,-73.85,
Transaction_date # 918,Product # 918,Price # 918,Visa,Name # 918,Calgary,Alberta,Canada,Account_Created # 918,Last_Login # 918,Latitude # 918,-114.0833333,
Transaction_date # 919,Product # 919,Price # 919,Visa,Name # 919,Guelph,Ontario,Canada,Account_Created # 919,Last_Login # 919,Latitude # 919,-80.25,
Transaction_date # 920,Product # 920,Price # 920,Visa,Name # 920,Edmonton,Alberta,Canada,Account_Created # 920,Last_Login # 920,Latitude # 920,-113.5,
Transaction_date # 921,Product # 921,Price # 921,Mastercard,Name # 921,Simcoe,Ontario,Canada,Account_Created # 921,Last_Login # 921,Latitude # 921,-80.3,
Transaction_date # 922,Product # 922,Price # 922,Visa,Name # 922,Waterford,Ontario,Canada,Account_Created # 922,Last_Login # 922,Latitude # 922,-80.2833333,
Transaction_date # 923,Product # 923,Price # 923,Diners,Name # 923,Vancouver,British Columbia,Canada,Account_Created # 923,Last_Login # 923,Latitude # 923,-123.1333333,
Transaction_date # 924,Product # 924,Price # 924,Mastercard,Name # 924,Powell River,British Columbia,Canada,Account_Created # 924,Last_Login # 924,Latitude # 924,-124.55,
Transaction_date # 925,Product # 925,Price # 925,Visa,Name # 925,Vancouver,British Columbia,Canada,Account_Created # 925,Last_Login # 925,Latitude # 925,-123.1333333,
Transaction_date # 926,Product # 926,Price # 926,Mastercard,Name # 926,Ottawa,Ontario,Canada,Account_Created # 926,Last_Login # 926,Latitude # 926,-75.7,
Transaction_date # 927,Product # 927,Price # 927,Mastercard,Name # 927,Mission,British Columbia,Canada,Account_Created # 927,Last_Login # 927,Latitude # 927,-122.3,
Transaction_date # 928,Product # 928,Price # 928,Visa,Name # 928,Toronto,Ontario,Canada,Account_Created # 928,Last_Login # 928,Latitude # 928,-79.4166667,
Transaction_date # 929,Product # 929,Price # 929,Mastercard,Name # 929,Edmonton,Alberta,Canada,Account_Created # 929,Last_Login # 929,Latitude # 929,-113.5,
Transaction_date # 930,Product # 930,Price # 930,Diners,Name # 930,Calgary,Alberta,Canada,Account_Created # 930,Last_Login # 930,Latitude # 930,-114.0833333,
Transaction_date # 931,Product # 931,Price # 931,Visa,Name # 931,Warwick,Quebec,Canada,Account_Created # 931,Last_Login # 931,Latitude # 931,-71.9833333,
Transaction_date # 932,Product # 932,Price # 932,Visa,Name # 932,Ottawa,Ontario,Canada,Account_Created # 932,Last_Login # 932,Latitude # 932,-75.7,
Transaction_date # 933,Product # 933,Price # 933,Mastercard,Name # 933,Toronto,Ontario,Canada,Account_Created # 933,Last_Login # 933,Latitude # 933,-79.4166667,
Transaction_date # 934,Product # 934,Price # 934,Mastercard,Name # 934,Carcross,Yukon Territory,Canada,Account_Created # 934,Last_Login # 934,Latitude # 934,-134.7166667,
Transaction_date # 935,Product # 935,Price # 935,Visa,Name # 935,Calgary,Alberta,Canada,Account_Created # 935,Last_Login # 935,Latitude # 935,-114.0833333,
Transaction_date # 936,Product # 936,Price # 936,Mastercard,Name # 936,Zagore,Stara Zagora,Bulgaria,Account_Created # 936,Last_Login # 936,Latitude # 936,25.6666667,
Transaction_date # 937,Product # 937,Price # 937,Mastercard,Name # 937,Fortaleza,Ceara,Brazil,Account_Created # 937,Last_Login # 937,Latitude # 937,-38.5,
Transaction_date # 938,Product # 938,Price # 938,Mastercard,Name # 938,Campinas,Sao Paulo,Brazil,Account_Created # 938,Last_Login # 938,Latitude # 938,-47.0833333,
Transaction_date # 939,Product # 939,Price # 939,Visa,Name # 939,Porto Alegre,Rio Grande do Sul,Brazil,Account_Created # 939,Last_Login # 939,Latitude # 939,-51.2,
Transaction_date # 940,Product # 940,Price # 940,Mastercard,Name # 940,Vespasiano,Minas Gerais,Brazil,Account_Created # 940,Last_Login # 940,Latitude # 940,-43.9166667,
Transaction_date # 941,Product # 941,Price # 941,Amex,Name # 941,Mafra,Santa Catarina,Brazil,Account_Created # 941,Last_Login # 941,Latitude # 941,-49.8016667,
Transaction_date # 942,Product # 942,Price # 942,Visa,Name # 942,Hamilton,Hamilton,Bermuda,Account_Created # 942,Last_Login # 942,Latitude # 942,-64.7838889,
Transaction_date # 943,Product # 943,Price # 943,Visa,Name # 943,Brussels,Brussels (Bruxelles),Belgium,Account_Created # 943,Last_Login # 943,Latitude # 943,4.3333333,
Transaction_date # 944,Product # 944,Price # 944,Amex,Name # 944,Bruxelles,Brussels (Bruxelles),Belgium,Account_Created # 944,Last_Login # 944,Latitude # 944,4.3333333,
Transaction_date # 945,Product # 945,Price # 945,Visa,Name # 945,Antwerpen,Antwerpen,Belgium,Account_Created # 945,Last_Login # 945,Latitude # 945,4.4166667,
Transaction_date # 946,Product # 946,Price # 946,Visa,Name # 946,Brussels,Brussels (Bruxelles),Belgium,Account_Created # 946,Last_Login # 946,Latitude # 946,4.3333333,
Transaction_date # 947,Product # 947,Price # 947,Visa,Name # 947,Bruxelles,Brussels (Bruxelles),Belgium,Account_Created # 947,Last_Login # 947,Latitude # 947,4.3333333,
Transaction_date # 948,Product # 948,Price # 948,Amex,Name # 948,Bruxelles,Brussels (Bruxelles),Belgium,Account_Created # 948,Last_Login # 948,Latitude # 948,4.3333333,
Transaction_date # 949,Product # 949,Price # 949,Mastercard,Name # 949,Brussels,Brussels (Bruxelles),Belgium,Account_Created # 949,Last_Login # 949,Latitude # 949,4.3333333,
Transaction_date # 950,Product # 950,Price # 950,Visa,Name # 950,La Louviere,Hainaut,Belgium,Account_Created # 950,Last_Login # 950,Latitude # 950,4.1833333,
Transaction_date # 951,Product # 951,Price # 951,Visa,Name # 951,Al 'Adliyah,Al Manamah,Bahrain,Account_Created # 951,Last_Login # 951,Latitude # 951,50.5405556,
Transaction_date # 952,Product # 952,Price # 952,Visa,Name # 952,Vienna,Vienna,Austria,Account_Created # 952,Last_Login # 952,Latitude # 952,16.3666667,
Transaction_date # 953,Product # 953,Price # 953,Mastercard,Name # 953,Neustift am Walde,Vienna,Austria,Account_Created # 953,Last_Login # 953,Latitude # 953,16.3,
Transaction_date # 954,Product # 954,Price # 954,Mastercard,Name # 954,Neustift am Walde,Vienna,Austria,Account_Created # 954,Last_Login # 954,Latitude # 954,16.3,
Transaction_date # 955,Product # 955,Price # 955,Visa,Name # 955,Altlengbach,Lower Austria,Austria,Account_Created # 955,Last_Login # 955,Latitude # 955,15.9166667,
Transaction_date # 956,Product # 956,Price # 956,Mastercard,Name # 956,Klosterneuburg,Lower Austria,Austria,Account_Created # 956,Last_Login # 956,Latitude # 956,16.3166667,
Transaction_date # 957,Product # 957,Price # 957,Mastercard,Name # 957,WalcProduct3ee,Tyrol,Austria,Account_Created # 957,Last_Login # 957,Latitude # 957,12.3166667,
Transaction_date # 958,Product # 958,Price # 958,Visa,Name # 958,Inner City,Vienna,Austria,Account_Created # 958,Last_Login # 958,Latitude # 958,16.3666667,
Transaction_date # 959,Product # 959,Price # 959,Visa,Name # 959,Echuca,Victoria,Australia,Account_Created # 959,Last_Login # 959,Latitude # 959,144.75,
Transaction_date # 960,Product # 960,Price # 960,Visa,Name # 960,Burpengary,Queensland,Australia,Account_Created # 960,Last_Login # 960,Latitude # 960,152.95,
Transaction_date # 961,Product # 961,Price # 961,Mastercard,Name # 961,Melbourne,Victoria,Australia,Account_Created # 961,Last_Login # 961,Latitude # 961,144.9666667,
Transaction_date # 962,Product # 962,Price # 962,Visa,Name # 962,Gold Coast,Queensland,Australia,Account_Created # 962,Last_Login # 962,Latitude # 962,153.4333333,
Transaction_date # 963,Product # 963,Price # 963,Visa,Name # 963,Brisbane,Queensland,Australia,Account_Created # 963,Last_Login # 963,Latitude # 963,153.0166667,
Transaction_date # 964,Product # 964,Price # 964,Amex,Name # 964,Charlestown,New South Wales,Australia,Account_Created # 964,Last_Login # 964,Latitude # 964,151.6666667,
Transaction_date # 965,Product # 965,Price # 965,Visa,Name # 965,The Grange,Queensland,Australia,Account_Created # 965,Last_Login # 965,Latitude # 965,152.4166667,
Transaction_date # 966,Product # 966,Price # 966,Visa,Name # 966,Sydney,New South Wales,Australia,Account_Created # 966,Last_Login # 966,Latitude # 966,151.2166667,
Transaction_date # 967,Product # 967,Price # 967,Visa,Name # 967,Wollongong,New South Wales,Australia,Account_Created # 967,Last_Login # 967,Latitude # 967,150.8833333,
Transaction_date # 968,Product # 968,Price # 968,Mastercard,Name # 968,Coomera,Queensland,Australia,Account_Created # 968,Last_Login # 968,Latitude # 968,153.3,
Transaction_date # 969,Product # 969,Price # 969,Visa,Name # 969,Mona Vale,New South Wales,Australia,Account_Created # 969,Last_Login # 969,Latitude # 969,151.3,
Transaction_date # 970,Product # 970,Price # 970,Mastercard,Name # 970,Sydney,New South Wales,Australia,Account_Created # 970,Last_Login # 970,Latitude # 970,151.2166667,
Transaction_date # 971,Product # 971,Price # 971,Visa,Name # 971,Nerang,Queensland,Australia,Account_Created # 971,Last_Login # 971,Latitude # 971,153.3333333,
Transaction_date # 972,Product # 972,Price # 972,Mastercard,Name # 972,South Melbourne,Victoria,Australia,Account_Created # 972,Last_Login # 972,Latitude # 972,144.9666667,
Transaction_date # 973,Product # 973,Price # 973,Visa,Name # 973,Warwick,Queensland,Australia,Account_Created # 973,Last_Login # 973,Latitude # 973,152.0166667,
Transaction_date # 974,Product # 974,Price # 974,Visa,Name # 974,Parramatta,New South Wales,Australia,Account_Created # 974,Last_Login # 974,Latitude # 974,151,
Transaction_date # 975,Product # 975,Price # 975,Visa,Name # 975,Gisborne,Victoria,Australia,Account_Created # 975,Last_Login # 975,Latitude # 975,144.5833333,
Transaction_date # 976,Product # 976,Price # 976,Mastercard,Name # 976,Griffith,New South Wales,Australia,Account_Created # 976,Last_Login # 976,Latitude # 976,146.0333333,
Transaction_date # 977,Product # 977,Price # 977,Visa,Name # 977,Lindfield,New South Wales,Australia,Account_Created # 977,Last_Login # 977,Latitude # 977,151.1666667,
Transaction_date # 978,Product # 978,Price # 978,Visa,Name # 978,Melbourne,Victoria,Australia,Account_Created # 978,Last_Login # 978,Latitude # 978,144.9666667,
Transaction_date # 979,Product # 979,Price # 979,Visa,Name # 979,Melbourne,Victoria,Australia,Account_Created # 979,Last_Login # 979,Latitude # 979,144.9666667,
Transaction_date # 980,Product # 980,Price # 980,Diners,Name # 980,Vaucluse,New South Wales,Australia,Account_Created # 980,Last_Login # 980,Latitude # 980,151.2833333,
Transaction_date # 981,Product # 981,Price # 981,Visa,Name # 981,Lyndoch,South Australia,Australia,Account_Created # 981,Last_Login # 981,Latitude # 981,138.8833333,
Transaction_date # 982,Product # 982,Price # 982,Visa,Name # 982,Perth,Western Australia,Australia,Account_Created # 982,Last_Login # 982,Latitude # 982,115.8333333,
Transaction_date # 983,Product # 983,Price # 983,Mastercard,Name # 983,Anglesea,Victoria,Australia,Account_Created # 983,Last_Login # 983,Latitude # 983,144.1666667,
Transaction_date # 984,Product # 984,Price # 984,Visa,Name # 984,Perth City,Western Australia,Australia,Account_Created # 984,Last_Login # 984,Latitude # 984,115.8333333,
Transaction_date # 985,Product # 985,Price # 985,Visa,Name # 985,Melbourne,Victoria,Australia,Account_Created # 985,Last_Login # 985,Latitude # 985,144.9666667,
Transaction_date # 986,Product # 986,Price # 986,Visa,Name # 986,Scamander,Tasmania,Australia,Account_Created # 986,Last_Login # 986,Latitude # 986,148.2572222,
Transaction_date # 987,Product # 987,Price # 987,Mastercard,Name # 987,Rockingham,Western Australia,Australia,Account_Created # 987,Last_Login # 987,Latitude # 987,115.7166667,
Transaction_date # 988,Product # 988,Price # 988,Amex,Name # 988,Melbourne,Victoria,Australia,Account_Created # 988,Last_Login # 988,Latitude # 988,144.9666667,
Transaction_date # 989,Product # 989,Price # 989,Mastercard,Name # 989,Bunbury,Western Australia,Australia,Account_Created # 989,Last_Login # 989,Latitude # 989,115.6333333,
Transaction_date # 990,Product # 990,Price # 990,Mastercard,Name # 990,Birkdale,Queensland,Australia,Account_Created # 990,Last_Login # 990,Latitude # 990,153.2166667,
Transaction_date # 991,Product # 991,Price # 991,Visa,Name # 991,Brisbane,Queensland,Australia,Account_Created # 991,Last_Login # 991,Latitude # 991,153.0166667,
Transaction_date # 992,Product # 992,Price # 992,Visa,Name # 992,Perth,Western Australia,Australia,Account_Created # 992,Last_Login # 992,Latitude # 992,115.8333333,
Transaction_date # 993,Product # 993,Price # 993,Diners,Name # 993,Perth,Western Australia,Australia,Account_Created # 993,Last_Login # 993,Latitude # 993,115.8333333,
Transaction_date # 994,Product # 994,Price # 994,Mastercard,Name # 994,Worongary,Queensland,Australia,Account_Created # 994,Last_Login # 994,Latitude # 994,153.35,
Transaction_date # 995,Product # 995,Price # 995,Mastercard,Name # 995,Avalon,New South Wales,Australia,Account_Created # 995,Last_Login # 995,Latitude # 995,151.3333333,
Transaction_date # 996,Product # 996,Price # 996,Mastercard,Name # 996,Sydney,New South Wales,Australia,Account_Created # 996,Last_Login # 996,Latitude # 996,151.2166667,
Transaction_date # 997,Product # 997,Price # 997,Amex,Name # 997,Ayacucho,Buenos Aires,Argentina,Account_Created # 997,Last_Login # 997,Latitude # 997,-58.4833333,
